locus_tag	string_id	gene_class	gene_name	annotation
KOIAIB_01438	511145.b1343	core	dbpA	ATP-dependent
KOIAIB_00941	511145.b0871	core	poxB	Pyruvate
KOIAIB_02687	511145.b2514	core	hisS	histidine--tRNA
KOIAIB_02802	511145.b2615	core	nadK	NAD(+)
KOIAIB_02873	511145.b2690	core	yqaB	Putative
KOIAIB_01049	511145.b0976	core	hyaE	hydrogenase-1
KOIAIB_02614	511145.b2448	accessory	yffQ	Uncharacterized
KOIAIB_02649	511145.b2477	core	bamC	outer
KOIAIB_00338	511145.b0311	core	group_2473	choline
KOIAIB_01639	511145.b1537	accessory	ydeJ	2-oxo-tetronate
KOIAIB_04070	511145.b3828	core	group_9172	HTH-type
KOIAIB_03035	511145.b2844	core	yqeF	putative
KOIAIB_00417	511145.b0378	core	yaiW	surface-exposed
KOIAIB_00796	511145.b0736	core	ybgC	tol-pal
KOIAIB_00939	511145.b0869	core	group_4826	hypothetical
KOIAIB_01209	511145.b1133	core	group_8898	tRNA
KOIAIB_00490	511145.b0449	core	mdlB	ABC
KOIAIB_00629	511145.b0578	accessory	nfsB	oxygen-insensitive
KOIAIB_04138	511145.b3886	core	yihY	virulence
KOIAIB_00096	511145.b0090	core	murG	undecaprenyldiphospho-muramoylpentapeptide
KOIAIB_00485	511145.b0444	core	queC	7-cyano-7-deazaguanine
KOIAIB_00169	511145.b0157	core	yadS	UPF0126
KOIAIB_00245	511145.b0226	accessory	dinJ	type
KOIAIB_00346	511145.b0319	core	yahE	Uncharacterized
KOIAIB_03773	511145.b3550	core	yiaC	N-acetyltransferase
KOIAIB_00300	511145.b0273	accessory	group_2250	ornithine
KOIAIB_03206	511145.b3009	core	yghB	Inner
KOIAIB_00969	511145.b0897	core	ycaC	isochorismate
KOIAIB_00416	511145.b0377	core	sbmA	peptide
KOIAIB_00727	511145.b0674	core	group_8656	asparagine
KOIAIB_03495	511145.b3288	core	fmt	methionyl-tRNA
KOIAIB_03326	511145.b3127	core	garP	Galactarate
KOIAIB_03663	511145.b3453	core	ugpB	sn-glycerol-3-phosphate
KOIAIB_03966	511145.b3726	core	pstA	phosphate
KOIAIB_04269	511145.b4006	core	group_9195	bifunctional
KOIAIB_04625	511145.b4322	core	uxuA	mannonate
KOIAIB_03343	511145.b3144	accessory	yraJ	Outer
KOIAIB_00094	511145.b0088	core	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase
KOIAIB_00516	511145.b0475	core	hemH	ferrochelatase
KOIAIB_01904	511145.b1787	core	proXpy~~~yeaK	Multifunctional
KOIAIB_01971	511145.b1850	core	kdgA	bifunctional
KOIAIB_00549	511145.b0503	core	mnmH	tRNA
KOIAIB_02544	511145.b2381	core	ypdB	two-component
KOIAIB_01867	511145.b1750	core	ydjX	VTT
KOIAIB_02033	511145.b1905	core	ftnA	non-heme
KOIAIB_01072	511145.b0998	core	torD	molecular
KOIAIB_03387	511145.b3185	core	rpmA	50S
KOIAIB_03455	511145.b3249	core	group_9147	rod
KOIAIB_03591	511145.b3382	core	yhfY	Uncharacterized
KOIAIB_02730	511145.b2552	core	hmpA	NO-inducible
KOIAIB_01025	511145.b0952	core	pqiC	membrane
KOIAIB_03028	511145.b2837	core	galR	HTH-type
KOIAIB_01263	511145.b1187	core	fadR	fatty
KOIAIB_01628	511145.b1528	core	ydeA	L-arabinose
KOIAIB_02753	511145.b2570	core	rseC	SoxR-reducing
KOIAIB_02858	511145.b2677	core	proV	glycine
KOIAIB_01932	511145.b1814	core	sdaA	L-serine
KOIAIB_00026	511145.b0025	core	ribF	bifunctional
KOIAIB_00274	511145.b0249	accessory	group_6983	UPF0401
KOIAIB_00483	511145.b0442	core	ybaV	Uncharacterized
KOIAIB_01127	511145.b1050	core	yceK	YceK/YidQ
KOIAIB_01826	511145.b1712	core	ihfA	integration
KOIAIB_01860	511145.b1743	core	spy	ATP-independent
KOIAIB_01892	511145.b1775	accessory	ydjK	Putative
KOIAIB_00962	511145.b0891	core	group_8831	outer
KOIAIB_03956	511145.b3717	accessory	cbrC	Colicin
KOIAIB_03689	511145.b3479	core	group_9159	nickel
KOIAIB_03828	511145.b3598	core	yibI	Inner
KOIAIB_04403	511145.b4113	core	pmrA	two-component
KOIAIB_03955	511145.b3716	accessory	cbrB	Inner
KOIAIB_04144	511145.b3891	core	fdhE	formate
KOIAIB_04445	511145.b4151	core	blaEC~~~frdD	BlaEC
KOIAIB_02657	511145.b2485	accessory	hyfE	hydrogenase
KOIAIB_02801	511145.b2614	core	grpE	nucleotide
KOIAIB_02906	511145.b2723	core	hycC	Formate
KOIAIB_01041	511145.b0968	core	yccX	acylphosphatase
KOIAIB_01177	511145.b1101	core	ptsG	PTS
KOIAIB_01509	511145.b1412	core	azoR	FMN-dependent
KOIAIB_00735	511145.b0680	core	group_8664	glutamine--tRNA
KOIAIB_03546	511145.b3338	accessory	chiA	Lysozyme;Bifunctional
KOIAIB_03781	511145.b4455	core	hokA	type
KOIAIB_03815	511145.b3586	accessory	yiaV	Inner
KOIAIB_04092	511145.b3849	core	trkH	Trk
KOIAIB_02866	511145.b2684	core	emrR	multidrug
KOIAIB_00623	511145.b0572	accessory	cusC	Cu(+)/Ag(+)
KOIAIB_00797	511145.b0737	core	tolQ	Tol-Pal
KOIAIB_03213	511145.b4469	core	ygiQ	YgiQ
KOIAIB_04485	511145.b4190	core	yjfP	esterase
KOIAIB_00102	511145.b0095	core	ftsZ	cell
KOIAIB_02395	511145.b2237	core	inaA	lipopolysaccharide
KOIAIB_02695	511145.b2521	core	sseA	3-mercaptopyruvate
KOIAIB_00696	511145.b0640	core	holA	DNA
KOIAIB_03424	511145.b3220	accessory	yhcG	DUF1016
KOIAIB_04488	511145.b4193	core	group_2277	PTS
KOIAIB_03884	511145.b3652	core	recG	ATP-dependent
KOIAIB_01011	511145.b0938	accessory	elfA	Fimbrial
KOIAIB_01077	511145.b1002	core	agp	bifunctional
KOIAIB_04566	511145.b4269	core	ahr	NADPH-dependent
KOIAIB_03585	511145.b3376	accessory	yhfS	Uncharacterized
KOIAIB_03953	511145.b3714	core	adeP	adenine
KOIAIB_02455	511145.b2294	core	group_5283	YfbU
KOIAIB_02591	511145.b2425	core	cysP	thiosulfate/sulfate
KOIAIB_02908	511145.b2725	core	hycA	formate
KOIAIB_03078	511145.b2888	core	uacT	urate/proton
KOIAIB_03928	511145.b4478	core	dgoD	galactonate
KOIAIB_04005	511145.b3764	core	yifE	hypothetical
KOIAIB_03597	511145.b3388	core	damX	cell
KOIAIB_02420	511145.b2260	core	menE	o-succinylbenzoate--CoA
KOIAIB_00733	511145.b0679	core	group_9476	PTS
KOIAIB_01812	511145.b1699	core	ydiS	putative
KOIAIB_01455	511145.b1359	accessory	ydaU	Uncharacterized
KOIAIB_01718	511145.b1612	core	fumB	class
KOIAIB_02710	511145.b2532	core	trmJ	tRNA
KOIAIB_02890	511145.b2707	core	srlR	glucitol
KOIAIB_03060	511145.b2869	core	uacR	Putative
KOIAIB_02338	511145.b2193	core	narP	nitrate/nitrite
KOIAIB_02444	511145.b2284	core	nuoF	NADH-quinone
KOIAIB_01964	511145.b1844	core	exoX	exodeoxyribonuclease
KOIAIB_03275	511145.b3075	core	group_9037	transcriptional
KOIAIB_02828	511145.b2643	accessory	yfjX	Antirestriction
KOIAIB_02348	511145.b2203	core	group_5538	quinol
KOIAIB_02551	511145.b2388	core	glk	glucokinase
KOIAIB_03992	511145.b3751	core	group_3049	ribose
KOIAIB_04111	511145.b3865	core	yihA	ribosome
KOIAIB_02011	511145.b1884	core	cheR	protein-glutamate
KOIAIB_01588	511145.b1488	accessory	ddpX	D-alanyl-D-alanine
KOIAIB_01953	511145.b1836	core	yebV	Uncharacterized
KOIAIB_02534	511145.b2372	core	group_8980	transporter
KOIAIB_02889	511145.b2706	core	gutM	transcriptional
KOIAIB_03092	511145.b2899	core	trhA	PAQR
KOIAIB_04351	511145.b4075	core	nrfF	heme
KOIAIB_04429	511145.b4138	core	dcuA	C4-dicarboxylate
KOIAIB_04664	511145.b4358	accessory	lgoD	Putative
KOIAIB_00260	511145.b0239	core	group_1250	esterase
KOIAIB_00859	511145.b0797	core	group_2211	ATP-dependent
KOIAIB_03583	511145.b3374	accessory	frlD	fructoselysine
KOIAIB_02401	511145.b2243	core	glpC	anaerobic
KOIAIB_01569	511145.b1469	core	narU	Nitrite
KOIAIB_02071	511145.b1944	accessory	group_8960	flagellar
KOIAIB_00932	511145.b0862	core	group_8817	arginine
KOIAIB_04101	511145.b3857	core	mobA	molybdenum
KOIAIB_04547	511145.b4251	accessory	bdcR	HTH-type
KOIAIB_00163	511145.b0153	core	fhuB	Fe(3+)-hydroxamate
KOIAIB_00897	511145.b0830	core	gsiB	glutathione
KOIAIB_03747	511145.b3528	core	dctC	C4-dicarboxylate
KOIAIB_01400	511145.b1311	core	ycjO	Inner
KOIAIB_03211	511145.b3013	core	yqhG	DUF3828
KOIAIB_01549	511145.b1448	core	mddA	L-methionine
KOIAIB_02245	511145.b2104	core	thiM	hydroxyethylthiazole
KOIAIB_02482	511145.b2321	core	flk	Cell
KOIAIB_02618	511145.b2452	core	eutH	ethanolamine
KOIAIB_04373	511145.b4487	core	yjdP	DDRRRQL
KOIAIB_04446	511145.b4152	core	group_668	Fumarate
KOIAIB_04514	511145.b4218	core	paeA	Polyamine
KOIAIB_03758	511145.b4453	accessory	group_2326	Toxic
KOIAIB_03860	511145.b3629	accessory	rfaS	LPS
KOIAIB_03660	511145.b3450	core	ugpC	sn-glycerol
KOIAIB_03081	511145.b2889	core	idi	isopentenyl-diphosphate
KOIAIB_03289	511145.b3087	core	ygjR	Uncharacterized
KOIAIB_01916	511145.b1799	accessory	lysR~~~dmlR	LysR
KOIAIB_02260	511145.b4541	core	yehK	Uncharacterized
KOIAIB_02332	511145.b2186	core	yejK	nucleoid-associated
KOIAIB_02503	511145.b2342	core	fadI	acetyl-CoA
KOIAIB_03129	511145.b2933	core	cmtA	PTS
KOIAIB_03776	511145.b3553	core	ghrB	glyoxylate/hydroxypyruvate
KOIAIB_04498	511145.b4203	core	group_9233	50S
KOIAIB_04473	511145.b4178	core	group_9221	nitric
KOIAIB_00512	511145.b0471	core	ybaB	YbaB/EbfC
KOIAIB_01871	511145.b1754	core	ynjB	ABC
KOIAIB_02387	511145.b2231	core	gyrA	DNA
KOIAIB_02490	511145.b2329	core	aroC	chorismate
KOIAIB_01951	511145.b1834	core	yebT	lipid-binding
KOIAIB_02417	511145.b4544	core	arnE~~~arnT	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol
KOIAIB_02617	511145.b2451	core	eutA	ethanolamine
KOIAIB_03346	511145.b3147	core	group_9072	penicillin-binding
KOIAIB_03556	511145.b3348	core	slyX	protein
KOIAIB_01466	511145.b1373	accessory	group_3669	Tail
KOIAIB_01630	511145.b1530	core	group_323	multiple
KOIAIB_01697	511145.b1592	core	clcB	Voltage-gated
KOIAIB_01866	511145.b1749	core	xthA	exodeoxyribonuclease
KOIAIB_03309	511145.b3106	core	yhaK	Pirin-like
KOIAIB_02683	511145.b2510	accessory	yfgJ	Zinc
KOIAIB_02900	511145.b2717	core	hycI	hydrogenase
KOIAIB_03070	511145.b2879	core	ssnA	putative
KOIAIB_00099	511145.b0093	core	ftsQ	cell
KOIAIB_00422	511145.b0383	core	phoA	alkaline
KOIAIB_04565	511145.b4268	accessory	idnK	gluconokinase
KOIAIB_00115	511145.b0106	core	hofC	protein
KOIAIB_01456	511145.b1360	accessory	ydaV	Uncharacterized
KOIAIB_02944	511145.b2760	accessory	casA	type
KOIAIB_03965	511145.b3725	core	pstB	phosphate
KOIAIB_03586	511145.b3377	core	group_1907	aminotransferase
KOIAIB_03789	511145.b3562	core	yiaA	inner
KOIAIB_02101	511145.b1973	core	zinT	metal-binding
KOIAIB_02381	511145.b2225	core	yfaP	Uncharacterized
KOIAIB_03711	511145.b3498	core	prlC	oligopeptidase
KOIAIB_01998	511145.b1873	core	torY	Cytochrome
KOIAIB_04321	511145.b4049	core	dusA	tRNA
KOIAIB_01626	511145.b1526	core	ptrR~~~lysR	putrescine
KOIAIB_02273	511145.b2129	core	yehX	ABC
KOIAIB_01299	511145.b1216	core	chaA	sodium-potassium/proton
KOIAIB_01629	511145.b1529	core	marC	NAAT
KOIAIB_01797	511145.b1686	core	menI	14-dihydroxy-2-naphthoyl-CoA
KOIAIB_01897	511145.b1780	core	yeaD	Putative
KOIAIB_02719	511145.b2541	accessory	hcaB	3-phenylpropionate-dihydrodiol/cinnamic
KOIAIB_03036	511145.b2845	core	yqeG	amino
KOIAIB_00811	511145.b0751	core	group_8731	nicotinamide
KOIAIB_02397	511145.b2239	core	glpQ	glycerophosphodiester
KOIAIB_04442	511145.b4148	core	group_9202	quaternary
KOIAIB_04510	511145.b4214	core	cysQ	3'(2')5'-bisphosphate
KOIAIB_01140	511145.b1064	core	grxB	glutaredoxin
KOIAIB_03337	511145.b3138	core	group_9069	PTS
KOIAIB_00473	511145.b0433	core	ampG	muropeptide
KOIAIB_03101	511145.b2907	core	ubiH	2-octaprenyl-6-methoxyphenyl
KOIAIB_02351	511145.b2206	core	napA	nitrate
KOIAIB_02015	511145.b1887	core	cheW	chemotaxis
KOIAIB_04696	511145.b4384	core	deoD	purine-nucleoside
KOIAIB_00174	511145.b0162	core	pucR~~~cdaR	PucR
KOIAIB_00211	511145.b0195	core	group_8525	tRNA
KOIAIB_00497	511145.b0456	core	ybaA	RNA
KOIAIB_00701	511145.b0645	accessory	group_1347	Uncharacterized
KOIAIB_01085	511145.b1010	core	rutC~~~rutB	pyrimidine
KOIAIB_04277	511145.b4013	core	group_9196	homoserine
KOIAIB_01586	511145.b1486	accessory	nikB	ABC
KOIAIB_04162	511145.b3905	core	rhaS	HTH-type
KOIAIB_04427	511145.b4136	core	dsbD	protein-disulfide
KOIAIB_00043	511145.b0041	core	fixA	Protein
KOIAIB_00753	511145.b0697	core	kdpB	potassium-transporting
KOIAIB_00896	511145.b0829	core	group_8806	glutathione
KOIAIB_01758	511145.b1651	core	gloA	lactoylglutathione
KOIAIB_01829	511145.b1715	core	pheM	pheST
KOIAIB_01863	511145.b1746	core	astD	aldehyde
KOIAIB_03621	511145.b3412	core	bioH	pimeloyl-ACP
KOIAIB_03319	511145.b3118	core	group_9061	transcriptional
KOIAIB_03185	511145.b2989	core	yghU	glutathione-dependent
KOIAIB_04041	511145.b3800	core	aslB	Arylsulfatase;anaerobic
KOIAIB_03887	511145.b3655	core	yicH	AsmA
KOIAIB_03400	511145.b3198	core	group_9111	3-deoxy-manno-octulosonate-8-phosphatase
KOIAIB_03572	511145.b3362	core	yhfG	Uncharacterized
KOIAIB_03604	511145.b3395	core	hofM	DNA
KOIAIB_01288	511145.b1211	core	prfA	peptide
KOIAIB_00667	511145.b0611	core	rna	ribonuclease
KOIAIB_01118	511145.b1042	core	csgA	curli
KOIAIB_01216	511145.b1140	accessory	intE	Prophage
KOIAIB_01647	511145.b1545	accessory	group_2231	recombinase
KOIAIB_01781	511145.b1671	core	ydhX	4Fe-4S
KOIAIB_01965	511145.b1845	core	ptrB	Protease
KOIAIB_01137	511145.b1061	core	group_6941	multidrug
KOIAIB_03116	511145.b2920	accessory	scpC	propionyl-CoA:succinate
KOIAIB_03222	511145.b3025	core	group_9014	Transcriptional
KOIAIB_02437	511145.b2277	core	nuoM	NADH-quinone
KOIAIB_00890	511145.b0823	core	ybiW	Pyruvate
KOIAIB_03605	511145.b3396	core	mrcA	peptidoglycan
KOIAIB_03574	511145.b3364	core	tsgA	MFS
KOIAIB_03842	511145.b3611	core	yibN	Uncharacterized
KOIAIB_00619	511145.b0568	accessory	nfrA	tetratricopeptide
KOIAIB_00201	511145.b0187	core	tilS~~~yaeR	tRNA
KOIAIB_00344	511145.b0317	core	yahC	Uncharacterized
KOIAIB_01273	511145.b1197	core	treA	Periplasmic
KOIAIB_04304	511145.b4035	core	malK	maltose/maltodextrin
KOIAIB_02596	511145.b2430	accessory	pbp4b	penicillin
KOIAIB_01580	511145.b1480	core	sra	stationary-phase-induced
KOIAIB_00478	511145.b0438	core	clpX	ATP-dependent
KOIAIB_00757	511145.b0702	accessory	ybfB	Uncharacterized
KOIAIB_02000	511145.b1874	core	group_1067	copper
KOIAIB_03786	511145.b3560	core	glyQ	glycine--tRNA
KOIAIB_02807	511145.b2620	core	smpB	SsrA-binding
KOIAIB_03255	511145.b3056	core	group_9029	fused
KOIAIB_04027	511145.b3787	core	wecC	UDP-N-acetyl-D-mannosamine
KOIAIB_00591	511145.b0545	accessory	group_4959	Raf
KOIAIB_00732	511145.b0678	core	group_8661	glucosamine-6-phosphate
KOIAIB_01790	511145.b1680	core	sufS	cysteine
KOIAIB_00750	511145.b0694	core	group_8681	two-component
KOIAIB_03404	511145.b3202	core	group_9115	RNA
KOIAIB_03706	511145.b3494	core	uspB	universal
KOIAIB_03778	511145.b3555	core	group_6572	HTH-type
KOIAIB_01534	511145.b1433	core	ydcO	BenE
KOIAIB_03172	511145.b2977	core	group_5793	glycolate
KOIAIB_00970	511145.b0898	core	ycaD	MFS
KOIAIB_00878	511145.b0813	core	rhtA	Threonine
KOIAIB_01818	511145.b1705	core	hemP~~~ydiE	Hemin
KOIAIB_02466	511145.b2305	accessory	rpnB	recombination-promoting
KOIAIB_02740	511145.b2560	core	yfhb	phosphatidylglycerophosphatase
KOIAIB_03056	511145.b2865	core	actS	amidase
KOIAIB_00671	511145.b0615	core	citF	citrate
KOIAIB_00975	511145.b0903	core	pflB	pyruvate
KOIAIB_03044	511145.b2851	accessory	ygeG	CesD/SycD/LcrH
KOIAIB_03180	511145.b2984	core	yghR	Uncharacterized
KOIAIB_00031	511145.b0030	core	rihC	ribonucleoside
KOIAIB_00345	511145.b0318	core	yahD	Putative
KOIAIB_02797	511145.b2609	core	rpsP	30S
KOIAIB_02830	511145.b4548	accessory	ypjJ	DUF987
KOIAIB_02902	511145.b2719	core	hycG	formate
KOIAIB_03454	511145.b3248	core	yhdE	nucleoside
KOIAIB_03622	511145.b3413	core	gntX	DNA
KOIAIB_01644	511145.b1542	core	group_1634	Uncharacterized
KOIAIB_02049	511145.b1921	accessory	fliZ	Regulator
KOIAIB_02927	511145.b2743	core	pcm	protein-L-isoaspartate
KOIAIB_03205	511145.b3008	core	metC	cystathionine
KOIAIB_03617	511145.b3408	core	feoA	ferrous
KOIAIB_01634	511145.b1534	core	ydeE	efflux
KOIAIB_00063	511145.b0061	core	araD	L-ribulose-5-phosphate
KOIAIB_02013	511145.b1886	core	tar	methyl-accepting
KOIAIB_02064	511145.b1937	accessory	fliE	flagellar
KOIAIB_00649	511145.b0594	core	entE	(23-dihydroxybenzoyl)adenylate
KOIAIB_04511	511145.b4215	accessory	ytfI	Uncharacterized
KOIAIB_01343	511145.b1258	core	yciF	Ferritin-like
KOIAIB_01408	511145.b1319	core	ompG	monomeric
KOIAIB_01066	511145.b0992	core	yccM	Putative
KOIAIB_03883	511145.b3651	core	trmH	tRNA
KOIAIB_04210	511145.b3951	core	group_9185	formate
KOIAIB_00200	511145.b0186	core	ldcC	Lysine
KOIAIB_02690	511145.b2516	core	rodZ	cytoskeleton
KOIAIB_03179	511145.b2983	core	yghQ	lipopolysaccharide
KOIAIB_02491	511145.b2330	core	prmB	50S
KOIAIB_04314	511145.b4042	core	dgkA	diacylglycerol
KOIAIB_03903	511145.b3670	core	group_6573	acetolactate
KOIAIB_00751	511145.b0695	core	kdpD	two-component
KOIAIB_01701	511145.b1596	core	ynfM	Inner
KOIAIB_03261	511145.b3061	core	ttdA	L(+)-tartrate
KOIAIB_00955	511145.b0884	core	infA	translation
KOIAIB_01021	511145.b0948	core	group_8858	bifunctional
KOIAIB_01717	511145.b1611	core	fumC	class
KOIAIB_00538	511145.b0491	core	ybbM~~~fetB	YbbM
KOIAIB_00704	511145.b0648	accessory	ybeU	Uncharacterized
KOIAIB_01156	511145.b1080	core	flgI	Basal
KOIAIB_01221	511145.b1146	accessory	ydaS~~~croE	YdaS
KOIAIB_02920	511145.b2736	accessory	ltnD	L-threonate
KOIAIB_03090	511145.b2898	core	ygfZ	tRNA-modifying
KOIAIB_04532	511145.b4234	core	yjgA	ribosome
KOIAIB_00009	511145.b0008	core	tal	transaldolase
KOIAIB_00215	511145.b0199	core	metN	methionine
KOIAIB_01191	511145.b1115	core	ycfT	Inner
KOIAIB_02607	511145.b2441	core	eutB	ethanolamine
KOIAIB_02891	511145.b2708	core	gutQ	arabinose-5-phosphate
KOIAIB_03163	511145.b2968	accessory	yghD	GspM
KOIAIB_03231	511145.b3035	core	group_9021	outer
KOIAIB_00708	511145.b0652	core	gltL	Glutamate/aspartate
KOIAIB_01260	511145.b1184	core	umuC	Protein
KOIAIB_03132	511145.b2936	core	loiP	metalloprotease
KOIAIB_01888	511145.b1771	accessory	ydjG	Putative
KOIAIB_02370	511145.b2216	accessory	rcsD	Two-component
KOIAIB_02266	511145.b2123	core	yehR	Lipoprotein
KOIAIB_04705	511145.b4391	core	ettA	energy-dependent
KOIAIB_01161	511145.b1086	core	rluC	23S
KOIAIB_01624	511145.b1524	core	glsB	glutaminase
KOIAIB_04433	511145.b4141	core	yjeH	L-methionine/branched-chain
KOIAIB_01362	511145.b4523	core	ymiA	Protein
KOIAIB_03549	511145.b3341	core	rpsG	30S
KOIAIB_03678	511145.b3468	core	yhhN	Uncharacterized
KOIAIB_03949	511145.b3710	core	mdtL	multidrug
KOIAIB_00270	511145.b0246	accessory	yafW	type
KOIAIB_03521	511145.b3313	core	rplP	50S
KOIAIB_03853	511145.b3622	accessory	group_7161	O-antigen
KOIAIB_04025	511145.b3785	core	wzzE	ECA
KOIAIB_03109	511145.b2913	core	serA	phosphoglycerate
KOIAIB_00661	511145.b0605	core	ahpC	alkyl
KOIAIB_02679	511145.b2506	core	yfgI	DUF5384
KOIAIB_02751	511145.b2569	core	lepA	translation
KOIAIB_03204	511145.b3006	core	exbB	tol-pal
KOIAIB_03193	511145.b2996	core	group_8995	hydrogenase
KOIAIB_01372	511145.b1283	core	osmB	osmotically-inducible
KOIAIB_01404	511145.b1315	core	ycjS	Dehydrogenase;D-glucoside
KOIAIB_00908	511145.b0841	core	ybjG	undecaprenyl-diphosphate
KOIAIB_01076	511145.b1001	accessory	yccE	YccE
KOIAIB_02977	511145.b2792	core	yqcC	Uncharacterized
KOIAIB_03151	511145.b2957	core	ansB	L-asparaginase
KOIAIB_00287	511145.b0261	accessory	mmuM	homocysteine
KOIAIB_00568	511145.b0522	core	purK	5-(carboxyamino)imidazole
KOIAIB_00884	511145.b0818	core	ybiR	Inner
KOIAIB_02813	511145.b2626	accessory	yfjJ	Uncharacterized
KOIAIB_03260	511145.b3060	core	ttdR	LysR
KOIAIB_03536	511145.b3328	accessory	gspG	type
KOIAIB_03697	511145.b3486	core	rbbA	ribosome-associated
KOIAIB_01353	511145.b1268	accessory	yciQ	Putative
KOIAIB_02602	511145.b2436	core	hemF	oxygen-dependent
KOIAIB_03088	511145.b2896	core	ygfX	Inner
KOIAIB_04654	511145.b4348	accessory	group_872	type
KOIAIB_02913	511145.b2730	core	hypE	hydrogenase
KOIAIB_00935	511145.b0865	core	ybjP	lipoprotein
KOIAIB_03619	511145.b3410	core	feoC	[Fe-S]-dependent
KOIAIB_04518	511145.b4220	core	tamA	autotransporter
KOIAIB_02156	511145.b2023	core	hisH	imidazole
KOIAIB_03175	511145.b2979	core	glcD	glycolate
KOIAIB_04333	511145.b4060	core	yjcB	Inner
KOIAIB_04372	511145.b4090	accessory	rpiB	bifunctional
KOIAIB_03878	511145.b3646	core	yicG	Inner
KOIAIB_01995	511145.b1871	core	cmoB	tRNA
KOIAIB_04021	511145.b3781	core	trxA	thioredoxin
KOIAIB_04208	511145.b3949	core	group_9183	PTS
KOIAIB_04365	511145.b4083	core	yjcS	alkyl
KOIAIB_03659	511145.b3449	core	ugpQ	glycerophosphodiester
KOIAIB_04524	511145.b4227	core	ytfQ	galactofuranose
KOIAIB_04708	511145.b4394	core	yjjX	inosine/xanthosine
KOIAIB_00049	511145.b0047	core	kefC	glutathione-regulated
KOIAIB_01203	511145.b1127	core	pepT	peptidase
KOIAIB_04471	511145.b4176	core	group_9219	Uncharacterized
KOIAIB_04060	511145.b3818	accessory	yigG	protein
KOIAIB_02969	511145.b2784	core	relA	GTP
KOIAIB_03218	511145.b3021	accessory	mqsA	type
KOIAIB_03320	511145.b3120	accessory	yhaB	Uncharacterized
KOIAIB_01680	511145.b1575	accessory	group_7422	cell
KOIAIB_03235	511145.b3040	core	group_9024	zinc
KOIAIB_03477	511145.b3270	core	yhdY	ABC
KOIAIB_00799	511145.b0739	core	tolA	cell
KOIAIB_00874	511145.b0809	core	glnQ	glutamine
KOIAIB_01075	511145.b1000	core	group_8885	curved
KOIAIB_01114	511145.b1039	core	csgE	curli
KOIAIB_01412	511145.b1323	core	tyrR	transcriptional
KOIAIB_01022	511145.b0949	core	group_8859	ABC
KOIAIB_04700	511145.b4388	core	serB	phosphoserine
KOIAIB_00358	511145.b0330	accessory	prpR	Propionate
KOIAIB_00703	511145.b0647	accessory	group_2562	Sel1-repeat-containing
KOIAIB_01985	511145.b1862	core	yebB	YebB
KOIAIB_03266	511145.b3066	core	dnaG	DNA
KOIAIB_00788	511145.b0729	core	group_8710	succinate--CoA
KOIAIB_00829	511145.b0769	accessory	ybhH	4-oxalomesaconate
KOIAIB_01168	511145.b1092	core	fabD	ACP
KOIAIB_02755	511145.b2572	core	rseA	anti-sigma-E
KOIAIB_00846	511145.b0784	core	moaD	molybdopterin
KOIAIB_00913	511145.b0846	core	rcdA	DNA-binding
KOIAIB_01348	511145.b1263	core	trpD	bifunctional
KOIAIB_02664	511145.b2492	accessory	focB	formate
KOIAIB_02842	511145.b2661	core	gabD	NADP-dependent
KOIAIB_02559	511145.b2395	core	pdeA	Putative
KOIAIB_01862	511145.b1745	core	astB	N-succinylarginine
KOIAIB_02378	511145.b2222	accessory	atoA	acetate
KOIAIB_02411	511145.b2252	core	ais	Lipopolysaccharide
KOIAIB_02611	511145.b2445	accessory	yffN	Uncharacterized
KOIAIB_02579	511145.b2414	core	cysK	cysteine
KOIAIB_02857	511145.b2676	core	nrdF	class
KOIAIB_03236	511145.b3041	core	group_9025	34-dihydroxy-2-butanone
KOIAIB_03374	511145.b3172	core	argG	argininosuccinate
KOIAIB_02031	511145.b4663	core	azuC	Stress
KOIAIB_02139	511145.b2009	core	sbmC	DNA
KOIAIB_02001	511145.b1875	core	yecM	VOC
KOIAIB_04024	511145.b3784	core	wecA	UDP-N-acetylglucosamine--undecaprenyl-phosphate
KOIAIB_04408	511145.b4118	core	melR	transcriptional
KOIAIB_02653	511145.b2481	accessory	hyfA	hydrogenase
KOIAIB_00621	511145.b0570	accessory	cusS	Cu(+)/Ag(+)
KOIAIB_02681	511145.b2508	core	guaB	IMP
KOIAIB_04609	511145.b4307	accessory	yjhQ	N-acetyltransferase;Uncharacterized
KOIAIB_03071	511145.b2880	core	ygfM	Uncharacterized
KOIAIB_03344	511145.b3145	accessory	fimA~~~yraK	Putative
KOIAIB_01442	511145.b1347	accessory	rcbA	DUF1187
KOIAIB_02831	511145.b2645	accessory	yfjZ	Antitoxin
KOIAIB_02968	511145.b2783	accessory	mazE	type
KOIAIB_03040	511145.b2848	accessory	yqeJ	Uncharacterized
KOIAIB_03176	511145.b2980	core	glcC	transcriptional
KOIAIB_02399	511145.b2241	core	glpA	anaerobic
KOIAIB_02844	511145.b2663	core	gabP	GABA
KOIAIB_03154	511145.b2960	core	group_4287	tRNA
KOIAIB_03394	511145.b3192	core	group_9106	phospholipid-binding
KOIAIB_03502	511145.b3294	core	group_5920	30S
KOIAIB_03294	511145.b3092	core	group_9047	glucuronate
